Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Liz;IMPRESS-1p;10;B-L;10;B-L;N;452;486;ASL_2008_02_0130
Naomi;IMPRESS-1p;10;B-L;10;B-L;N;225;257;ASL_2008_08_1325
Brady;IMPRESS-1p;10;B-L;10;B-L;N;2170;2189;ASL_2011_06_14_Brady39
Liz;IMPRESS-MEMORY;10;;10;;N;2722;2772;ASL_2008_02_2910
Brady;IMPRESS-MEMORY;10;;10;;N;3083;3116;ASL_2011_07_22_Brady50
Liz;EMPHASIZE;10;B-L;10;B-L;N;2151;2177;ASL_2008_01_1830
Liz;EMPHASIZE;10;B-L;10;B-L;N;622;675;ASL_2008_02_0130
Tyler;EMPHASIZE;10;B-L;10;B-L;N;3140;3175;ASL_2008_05_29a10
Tyler;EMPHASIZE;10;B-L;10;B-L;N;280;301;ASL_2008_05_29b5
Tyler;EMPHASIZE;10;B-L;10;B-L;N;541;565;ASL_2008_05_29b5
Naomi;EMPHASIZE;10;B-L;10;B-L;N;2460;2500;ASL_2008_08_0630
Naomi;EMPHASIZE;10;B-L;10;B-L;N;771;812;ASL_2008_08_1325
Brady;EMPHASIZE;10;B-L;10;B-L;N;7700;7724;ASL_2011_06_14_Brady11
Brady;EMPHASIZE;10;B-L;10;B-L;N;1952;1968;ASL_2011_06_14_Brady39
Lana;EMPHASIZE;10;B-L;10;B-L;N;2843;2867;ASL_2006_10_1014
Liz;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;2200;2261;ASL_2008_02_0130
Brady;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;2676;2708;ASL_2011_06_14_Brady39
Tyler;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;1070;1105;ASL_2008_05_29b5
Naomi;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;1530;1558;ASL_2008_08_1325
Naomi;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;2527;2570;ASL_2008_08_1325
Brady;IMPROVE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;3275;3308;ASL_2011_06_14_Brady39
Liz;GRADUAL-IMPROVE;B-L;B;B-L;B;Y;950;1015;ASL_2008_02_0130
Liz;GRADUAL-IMPROVE;B-L;B;B-L;B;Y;2645;2716;ASL_2008_02_0130
Brady;GRADUAL-IMPROVE;B-L;Rlxd;B-L;Rlxd;Y;2956;3009;ASL_2011_06_14_Brady39
Brady;GRADUAL-IMPROVE;B-L;A;B-L;A;Y;2462;2539;ASL_2011_07_22_Brady45
Tyler;GRADUAL-IMPROVE;B-L;Rlxd;B-L;Rlxd;Y;846;910;ASL_2008_05_29b5
Tyler;GRADUAL-IMPROVE;B-L;Rlxd;B-L;Rlxd;Y;1300;1370;ASL_2008_05_29b5
Naomi;GRADUAL-IMPROVE;B-L;Rlxd;B-L;Rlxd;Y;1973;2035;ASL_2008_08_1325
Brady;GRADUAL-IMPROVE;B-L;A;B-L;A;Y;2406;2466;ASL_2011_06_14_Brady39
Liz;IN;flat-O;C;flat-O;C;N;3212;3250;ASL_2008_02_0130
Liz;IN;flat-O;O;flat-O;O;N;910;950;ASL_2008_02_0132
Tyler;IN;flat-O;tight-C;flat-O;tight-C;N;1620;1641;ASL_2008_05_29b5
Tyler;IN;flat-O;C;flat-O;C;N;1040;1087;ASL_2008_05_29b7
Naomi;IN;5;crvd-5;flat-O;crvd-B;N;3152;3175;ASL_2008_08_1325
Naomi;IN;flat-O;C;flat-O;C;N;900;943;ASL_2008_08_1327
Brady;IN;flat-O;C;flat-O;C;N;3513;3529;ASL_2011_06_14_Brady39
Brady;IN;flat-O;C;flat-O;C;N;4414;4439;ASL_2011_06_14_Brady40
Lana;IN;flat-O;flat-O;flat-O;flat-O;N;774;804;ASL_2006_10_1015
Dana;IN;flat-O;C;flat-O;C;N;701;756;ASL_2007_05_2418
Liz;SAVE-MONEY;flat-O;tight-C;flat-O;tight-C;N;2355;2435;ASL_2008_02_2922
Brady;SAVE-MONEY;flat-O;tight-C;flat-O;tight-C;N;2432;2479;ASL_2011_07_19_Brady72
Dana;SAVE-MONEY;flat-O;C;flat-O;C;N;2096;2168;ASL_2007_05_2426
Liz;INCREASE;U/H;U/H;U/H;U/H;N;3655;3715;ASL_2008_02_0130
Liz;INCREASE;U/H;U/H;U/H;U/H;N;460;536;ASL_2010_08_10_Liz_additional_lexicon_signs23
Tyler;INCREASE;U/H;U/H;crvd-U;U/H;N;2040;2067;ASL_2008_05_29b5
Naomi;INCREASE;U/H;U/H;U/H;U/H;N;3767;3786;ASL_2008_08_1325
Brady;INCREASE;U/H;U/H;U/H;U/H;N;3966;3981;ASL_2011_06_14_Brady39
Lana;INCREASE;U/H;U/H;U/H;U/H;N;485;543;ASL_2006_10_1015
Dana;INCREASE;U/H;U/H;U/H;U/H;N;425;484;ASL_2007_05_2418
Liz;DECREASE;U/H;U/H;U/H;U/H;N;845;885;ASL_2008_02_0147
Liz;DECREASE;U/H;U/H;U/H;U/H;N;362;427;ASL_2008_02_298
Tyler;DECREASE;U/H;U/H;U/H;U/H;N;975;1020;ASL_2008_05_12b16
Tyler;DECREASE;U/H;U/H;U/H;U/H;N;2117;2145;ASL_2008_05_29b19
Naomi;DECREASE;U/H;U/H;U/H;U/H;N;1950;1985;ASL_2008_08_13_session22
Brady;DECREASE;U/H;U/H;U/H;U/H;N;2657;2690;ASL_2011_06_08_Brady34
Brady;DECREASE;U/H;U/H;U/H;U/H;N;3469;3500;ASL_2011_06_14_Brady48
Brady;DECREASE;U/H;U/H;U/H;U/H;N;2443;2465;ASL_2011_07_19_Brady52
Brady;DECREASE;U/H;U/H;U/H;U/H;N;2424;2444;ASL_2011_07_22_Brady50
Lana;DECREASE;bent-N;bent-N;bent-N;bent-N;N;246;289;ASL_2006_10_107
Liz;ns-INDIA;10;;10;;N;465;501;ASL_2008_02_0131
Tyler;ns-INDIA;10;;10;;N;285;316;ASL_2008_05_29b6
Naomi;ns-INDIA;A;;A;;N;265;302;ASL_2008_08_1326
Brady;ns-INDIA;10;;10;;N;4504;4532;ASL_2011_06_14_Brady39
Liz;INDIVIDUAL;I;I;I;I;N;650;690;ASL_2008_02_0131
Naomi;INDIVIDUAL;I;I;I;I;N;515;537;ASL_2008_08_1326
Tyler;INDIVIDUAL;I;I;I;I;N;470;510;ASL_2008_05_29b6
Brady;INDIVIDUAL;I;I;I;I;N;4725;4773;ASL_2011_06_14_Brady39
Liz;ns-nat-INDONESIA;U-L;;bent-U-L;;N;876;922;ASL_2008_02_0131
Liz;INDUSTRY;I;Rlxd;I;Rlxd;N;1182;1235;ASL_2008_02_0131
Tyler;INDUSTRY;I;Rlxd;I;Rlxd;N;1355;1402;ASL_2008_05_29b6
Naomi;INDUSTRY;I;Rlxd;I;Rlxd;N;1698;1737;ASL_2008_08_1326
Liz;INFORM;flat-O;flat-O;5;5;N;2156;2185;ASL_2008_02_0131
Liz;INFORM;flat-O;flat-O;crvd-5;crvd-5;N;1511;1551;ASL_2008_02_1522
Tyler;INFORM;flat-O;flat-O;crvd-sprd-B;crvd-sprd-B;N;2445;2465;ASL_2008_05_29b6
Naomi;INFORM;flat-O;flat-O;5;5;N;4120;4141;ASL_2008_08_1326
Brady;INFORM;flat-O;flat-O;5;5;N;2949;2975;ASL_2011_06_14_Brady40
Brady;INFORM;flat-O;flat-O;5;5;N;3002;3024;ASL_2011_07_19_Brady17
Brady;INFORM;flat-O;flat-O;5;5;N;3487;3505;ASL_2011_07_22_Brady48
Lana;INFORM;flat-O;flat-O;5;5;N;1646;1669;ASL_2006_09_2661
Liz;INFORM;flat-O;flat-O;B-L;B-L;N;2470;2511;ASL_2008_02_0131
Tyler;INFORM;flat-O;flat-O;crvd-sprd-B;crvd-sprd-B;N;2665;2692;ASL_2008_05_29b6
Naomi;INFORM;flat-O;flat-O;crvd-5;crvd-5;N;4416;4445;ASL_2008_08_1326
Brady;INFORM;flat-O;flat-O;crvd-sprd-B;crvd-sprd-B;N;3177;3204;ASL_2011_06_14_Brady40
Liz;INFORM;flat-O;flat-O;5;5;N;1940;1975;ASL_2008_02_0131
Tyler;INFORM;flat-O;flat-O;crvd-sprd-B;crvd-sprd-B;N;2220;2245;ASL_2008_05_29b6
Naomi;INFORM;flat-O;flat-O;5;5;N;3842;3887;ASL_2008_08_1326
Brady;INFORM;flat-O;flat-O;5;5;N;2710;2734;ASL_2011_06_14_Brady40
Liz;INJECT;L;;L;;Y;267;310;ASL_2008_02_015
Liz;INJECT;L;;X-over-thumb;;Y;290;330;ASL_2008_02_0132
Tyler;INJECT;L;;bent-1;;Y;2946;2975;ASL_2008_05_29b6
Naomi;INJECT;L;;L;;Y;3988;4022;ASL_2008_08_134
Naomi;INJECT;L;;1;;Y;4798;4828;ASL_2008_08_1326
Brady;INJECT;L;;A;;Y;3702;3718;ASL_2011_06_14_Brady40
Brady;INJECT;L;;bent-1;;N;2394;2420;ASL_2011_07_22_Brady43
Tyler;INJECT;3;;bent-1;;Y;2461;2487;ASL_2008_05_29a36
Naomi;INJECT;3;;X-over-thumb;;N;235;270;ASL_2008_08_1327
Brady;INJECT;3;;P/K;;N;3950;3963;ASL_2011_06_14_Brady40
Brady;INJECT;3;;P/K;;N;2500;2514;ASL_2011_07_22_Brady43
Liz;DRUGS;10;;10;;Y;1165;1220;ASL_2008_01_1825
Tyler;DRUGS;S;;S;;Y;1915;1960;ASL_2008_05_29a5
Naomi;DRUGS;10;;10;;Y;1585;1610;ASL_2008_08_0625
Brady;DRUGS;10;;10;;N;6410;6439;ASL_2011_06_14_Brady7
Liz;INNOCENT;U/H;U/H;U/H;U/H;N;695;720;ASL_2008_02_0132
Tyler;INNOCENT;U/H;U/H;U/H;U/H;N;305;325;ASL_2008_05_29b7
Naomi;INNOCENT;U/H;U/H;U/H;U/H;N;692;710;ASL_2008_08_1327
Brady;INNOCENT;U/H;U/H;U/H;U/H;N;4179;4194;ASL_2011_06_14_Brady40
Liz;INSPIRE;flat-O;flat-O;5;5;N;1200;1235;ASL_2008_02_0132
Naomi;INSPIRE;flat-O;flat-O;5;5;N;1162;1195;ASL_2008_08_1327
Brady;INSPIRE;flat-O;flat-O;5;5;N;4662;4687;ASL_2011_06_14_Brady40
Tyler;INSPIRE;5;5;5;5;N;1392;1412;ASL_2008_05_29b7
Liz;INSULT;1;;1;;N;271;297;ASL_2008_02_0133
Tyler;INSULT;1;;1;;N;1996;2022;ASL_2008_05_12b10
Tyler;INSULT;1;;1;;N;1635;1661;ASL_2008_05_29b7
Naomi;INSULT;bent-1;;bent-1;;N;1453;1483;ASL_2008_08_1327
Brady;INSULT;1;;1;;N;5404;5423;ASL_2011_06_14_Brady40
Liz;INSURANCE/INFECTION;I;;I;;N;525;565;ASL_2008_02_0133
Liz;INSURANCE/INFECTION;I;;I;;N;2520;2576;ASL_2010_08_10_Liz_additional_lexicon_signs30
Tyler;INSURANCE/INFECTION;I;;I;;N;1815;1862;ASL_2008_05_29b7
Naomi;INSURANCE/INFECTION;I;;I;;N;1765;1802;ASL_2008_08_1327
Brady;INSURANCE/INFECTION;I;;I;;N;805;831;ASL_2011_06_14_Brady40
Liz;INTERESTING;5;5;8;8;N;276;310;ASL_2008_02_0134
Tyler;INTERESTING;5;5;8;8;N;4465;4490;ASL_2008_05_29b7
Naomi;INTERESTING;5;5;8;8;N;3150;3172;ASL_2008_08_1327
Brady;INTERESTING;5;5;8;8;N;975;994;ASL_2011_06_14_Brady41
Liz;(L-X)INTERESTING;L-X;crvd-B;X-over-thumb;X-over-thumb;N;655;692;ASL_2008_02_0134
Tyler;(L-X)INTERESTING;L-X;L-X;A;A;N;285;310;ASL_2008_05_29b8
Naomi;(L-X)INTERESTING;L-X;L-X;X-over-thumb;X-over-thumb;N;253;266;ASL_2008_08_1328
Brady;(L-X)INTERESTING;L-X;L-X;A;A;N;1189;1207;ASL_2011_06_14_Brady41
Liz;INTERPRET;F/9;F/9;F/9;F/9;N;1391;1425;ASL_2008_02_0134
Tyler;INTERPRET;F/9;F/9;F/9;F/9;N;887;920;ASL_2008_05_29b8
Naomi;INTERPRET;F/9;F/9;F/9;F/9;N;1097;1147;ASL_2008_08_1328
Brady;INTERPRET;F/9;F/9;F/9;F/9;N;1678;1713;ASL_2011_06_14_Brady41
Lana;INTERPRET;F/9;F/9;F/9;F/9;N;1750;1779;ASL_2006_09_2661
Liz;INTERRUPT;B-L;B-L;B-L;B-L;N;1627;1665;ASL_2008_02_0134
Tyler;INTERRUPT;B-L;B-L;B-L;B-L;N;1055;1080;ASL_2008_05_29b8
Naomi;INTERRUPT;B-L;B-L;B-L;B-L;N;1367;1393;ASL_2008_08_1328
Brady;INTERRUPT;B-L;B-L;B-L;B-L;N;2179;2208;ASL_2011_06_14_Brady41
Liz;BOTHER;B-L;B-L;B-L;B-L;N;866;905;ASL_2008_01_1141
Liz;BOTHER;B-L;B-L;B-L;B-L;N;740;785;ASL_2008_01_1820
Naomi;BOTHER;B-L;B-L;B-L;B-L;N;412;440;ASL_2008_08_0620
Brady;BOTHER;B-L;B-L;B-L;B-L;N;3027;3074;ASL_2011_06_08_Brady36
Liz;PSYCHOLOGY;B-L;C;B-L;C;N;1092;1132;ASL_2008_02_1551
Tyler;PSYCHOLOGY;B-L;B-L;B-L;B-L;N;717;781;ASL_2008_05_12b19
Brady;PSYCHOLOGY;B-L;B-xd;B-L;B-xd;N;87;109;ASL_2011_07_19_Brady46
Liz;CREATE/PRETEND;4;;4;;N;2361;2400;ASL_2008_02_0134
Liz;CREATE/PRETEND;4;;4;;N;2420;2455;ASL_2008_02_1547
Liz;CREATE/PRETEND;4;;4;;N;1997;2036;ASL_2010_08_10_Liz_additional_lexicon_signs28
Naomi;CREATE/PRETEND;4;;4;;N;2232;2255;ASL_2008_08_1328
Tyler;CREATE/PRETEND;4;4;4;4;N;1702;1730;ASL_2008_05_29b8
Liz;ns-IRAQ;10;B-L;10;B-L;N;482;525;ASL_2008_02_0135
Naomi;ns-IRAQ;10;B-L;10;B-L;N;387;425;ASL_2008_08_1329
Brady;ns-IRAQ;10;B-L;10;B-L;N;4127;4168;ASL_2011_06_14_Brady41
Liz;ns-IRELAND;crvd-V;S;crvd-V;S;N;720;761;ASL_2008_02_0135
Tyler;ns-IRELAND;crvd-V;B;crvd-V;B;N;1412;1445;ASL_2008_05_29b9
Naomi;ns-IRELAND;crvd-V;S;crvd-V;S;N;675;713;ASL_2008_08_1329
Brady;ns-IRELAND;crvd-V;S;crvd-V;S;N;5140;5165;ASL_2011_06_14_Brady41
Brady;ISOLATED;I;B-L;I;B-L;N;1035;1075;ASL_2011_06_14_Brady40
Liz;ISOLATED;I;B-L;I;B-L;N;1425;1490;ASL_2008_02_0131
Tyler;ISOLATED;I;B-L;I;B-L;N;1656;1705;ASL_2008_05_29b6
Liz;TALK-TO-SELF;I;I;I;I;N;3945;4012;ASL_2008_02_0135
Liz;ns-ISRAEL;I;;I;;N;4276;4326;ASL_2008_02_0135
Tyler;ns-ISRAEL;I;;I;;N;4716;4742;ASL_2008_05_29b9
Naomi;ns-ISRAEL;I;;I;;N;4772;4805;ASL_2008_08_1329
Brady;ns-ISRAEL;I;;I;;N;3080;3109;ASL_2011_06_14_Brady42
Liz;JEWISH;crvd-sprd-B;;flat-O;;N;255;282;ASL_2008_02_0136
Liz;JEWISH;fanned-flat-O;;flat-O;;N;3106;3145;ASL_2010_08_10_Liz_additional_lexicon_signs30
Tyler;JEWISH;crvd-sprd-B;;O;;N;5510;5552;ASL_2008_05_29b9
Naomi;JEWISH;crvd-sprd-B;;flat-O;;N;5007;5037;ASL_2008_08_1329
Brady;JEWISH;crvd-sprd-B;;flat-O;;N;3280;3307;ASL_2011_06_14_Brady42
Brady;JEWISH;fanned-flat-O;;flat-O;;N;1850;1871;ASL_2011_06_14_Brady43
Lana;JEWISH;crvd-sprd-B;;flat-O;;N;2357;2387;ASL_2006_10_1015
Dana;JEWISH;crvd-sprd-B;;flat-O;;N;2338;2397;ASL_2007_05_2418
Liz;ns-nat-ISTANBUL;B;;B;;N;431;487;ASL_2008_02_0136
Brady;ns-nat-ISTANBUL;B-xd;;B-xd;;N;3836;3870;ASL_2011_06_14_Brady42
Liz;ANYWAY/NOT-MATTER;B-L;B-L;B-L;B-L;N;685;726;ASL_2008_02_0136
Liz;ANYWAY/NOT-MATTER;B-L;B-L;bent-B-L;B-L;N;1590;1638;ASL_2010_08_10_Liz_additional_lexicon_signs23
Tyler;ANYWAY/NOT-MATTER;B-L;B-L;B-L;B-L;N;820;857;ASL_2008_05_29b10
Naomi;ANYWAY/NOT-MATTER;B-L;B-L;B-L;B-L;N;1335;1375;ASL_2008_08_1330
Brady;ANYWAY/NOT-MATTER;B-L;B-L;crvd-B;crvd-B;N;4106;4136;ASL_2011_06_08_Brady12
Liz;ns-ITALY;I;;I;;N;1161;1211;ASL_2008_02_0136
Liz;ns-ITALY;I;;I;;N;149;201;ASL_2010_08_10_Liz_additional_lexicon_signs22
Tyler;ns-ITALY;I;;I;;N;1245;1275;ASL_2008_05_29b10
Naomi;ns-ITALY;I;;I;;N;1815;1848;ASL_2008_08_1330
Brady;ns-ITALY;I;;I;;N;5566;5595;ASL_2011_06_14_Brady42
Liz;ns-nat-ITALY;crvd-L;;crvd-L;;N;920;960;ASL_2008_02_0136
Naomi;ns-nat-ITALY;crvd-L;;crvd-L;;N;1583;1611;ASL_2008_08_1330
Brady;ns-nat-ITALY;crvd-L;;crvd-L;;N;5346;5378;ASL_2011_06_14_Brady42
Liz;J;I;;I;;N;1405;1450;ASL_2008_02_0136
Tyler;J;I;;I;;N;2150;2181;ASL_2008_05_29b10
Brady;J;I;;I;;N;5765;5785;ASL_2011_06_14_Brady42
Liz;ns-nat-JAMAICA;B-L;B;bent-B-L;B;N;1651;1700;ASL_2008_02_0136
Tyler;ns-nat-JAMAICA;B-L;B;bent-B-L;B;N;2360;2385;ASL_2008_05_29b10
Naomi;ns-nat-JAMAICA;B-L;B;bent-B-L;B;N;2367;2392;ASL_2008_08_1330
Brady;ns-nat-JAMAICA;B-L;B;B-L;B;N;9200;9217;ASL_2011_06_14_Brady42
Liz;ns-nat-JAPAN;L;L;baby-O;baby-O;N;1880;1915;ASL_2008_02_0136
Tyler;ns-nat-JAPAN;L;L;baby-O;baby-O;N;2545;2585;ASL_2008_05_29b10
Naomi;ns-nat-JAPAN;L;L;baby-O;baby-O;N;2565;2585;ASL_2008_08_1330
Brady;ns-nat-JAPAN;L;L;flat-G;flat-G;N;8766;8777;ASL_2011_06_14_Brady42
Liz;JAW;1;;1;;N;2260;2312;ASL_2008_02_0136
Tyler;JAW;G/Q;;G/Q;;N;2910;2981;ASL_2008_05_29b10
Naomi;JAW;X;;X;;N;2890;2955;ASL_2008_08_1330
Brady;JAW;1;;1;;N;9682;9720;ASL_2011_06_14_Brady42
Liz;JEALOUS;I;;I;;N;2550;2582;ASL_2008_02_0136
Tyler;JEALOUS;I;;I;;N;3250;3275;ASL_2008_05_29b10
Naomi;JEALOUS;I;;I;;N;3185;3197;ASL_2008_08_1330
Brady;JEALOUS;I;;I;;N;9921;9932;ASL_2011_06_14_Brady42
Liz;JELLY;I;B-L;I;B-L;N;956;1016;ASL_2008_02_0137
Tyler;JELLY;I;B-L;I;B-L;N;386;435;ASL_2008_05_29b11
Naomi;JELLY;I;B-L;I;B-L;N;335;386;ASL_2008_08_1331
Brady;fs-JELLY;1;;Y;;N;10155;10179;ASL_2011_06_14_Brady42
Liz;ns-nat-JERUSALEM;B-L;;B-L;;N;1216;1260;ASL_2008_02_0137
Naomi;ns-nat-JERUSALEM;B-L;;B-L;;N;645;662;ASL_2008_08_1331
Liz;ns-JESUS;25;5;5;25;N;1507;1545;ASL_2008_02_0137
Tyler;ns-JESUS;25;5;5;25;N;1232;1270;ASL_2008_05_29b11
Naomi;ns-JESUS;25;5;5;25;N;930;957;ASL_2008_08_1331
Brady;ns-JESUS;25;B-L;B-L;25;N;314;338;ASL_2011_06_14_Brady43
Brady;ns-JESUS;25;B-L;B-L;25;N;1065;1093;ASL_2011_07_22_Brady40
Liz;JEWELRY;4;4;4;4;N;1921;1964;ASL_2008_02_0137
Naomi;JEWELRY;4;4;4;4;N;1238;1262;ASL_2008_08_1331
Brady;fs-JEWELRY;1;;Y;;N;2782;2838;ASL_2011_06_14_Brady43
Liz;WORK;S;S;S;S;N;2425;2466;ASL_2008_02_0137
Liz;WORK;S;S;S;S;N;1930;1984;ASL_2008_03_2844
Tyler;WORK;S;S;S;S;N;237;300;ASL_2008_05_29a1
Tyler;WORK;S;S;S;S;N;1732;1771;ASL_2008_05_29b11
Naomi;WORK;A;S;A;S;N;1727;1760;ASL_2008_08_1331
Brady;WORK;S;S;S;S;N;4795;4818;ASL_2011_06_14_Brady43
Brady;WORK;S;S;S;S;N;2308;2344;ASL_2011_07_22_Brady32
Lana;WORK;S;S;S;S;N;3109;3144;ASL_2006_09_2661
Liz;DUTY;D;S;D;S;N;1585;1620;ASL_2008_01_1826
Naomi;DUTY;D;S;D;S;N;2465;2500;ASL_2008_08_0626
Brady;DUTY;D;S;D;S;N;1693;1707;ASL_2011_06_14_Brady9
Liz;ns-nat-JORDAN;L;;L;;N;3059;3105;ASL_2008_02_0137
Brady;ns-fs-JORDAN;1;;N;;N;5924;5968;ASL_2011_06_14_Brady43
Liz;JUMP;crvd-V;crvd-B;crvd-V;crvd-B;N;2430;2495;ASL_2008_02_0138
Tyler;JUMP;crvd-V;B-L;crvd-V;B-L;N;955;990;ASL_2008_05_29b12
Naomi;JUMP;crvd-V;B-L;crvd-V;B-L;N;1167;1202;ASL_2008_08_1332
Brady;JUMP;V/2;B-L;V/2;B-L;N;9912;9940;ASL_2011_06_14_Brady43
Liz;JUMP-FORWARD;crvd-V;crvd-B;V/2;crvd-B;N;2955;3005;ASL_2008_02_0138
Tyler;JUMP-FORWARD;crvd-V;B-L;V/2;B-L;N;1225;1252;ASL_2008_05_29b12
Naomi;JUMP-FORWARD;crvd-V;B-L;V/2;B-L;N;857;895;ASL_2008_08_1332
Naomi;JUMP-FORWARD;crvd-V;B-L;crvd-V;B-L;N;1498;1528;ASL_2008_08_1332
Brady;JUMP-FORWARD;crvd-U;flat-B;V/2;flat-B;N;11338;11363;ASL_2011_06_14_Brady43
Brady;JUMP-FORWARD;crvd-V;flat-B;V/2;flat-B;N;11593;11623;ASL_2011_06_14_Brady43
Liz;JUMPROPE;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;3300;3362;ASL_2008_02_0138
Tyler;JUMPROPE;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;1401;1480;ASL_2008_05_29b12
Naomi;JUMPROPE;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;1810;1900;ASL_2008_08_1332
Brady;JUMPROPE;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;264;309;ASL_2011_06_14_Brady44
Liz;JUNIOR;1;5;1;5;N;3622;3687;ASL_2008_02_0138
Naomi;JUNIOR;1;5;1;5;N;2185;2230;ASL_2008_08_1332
Brady;JUNIOR;1;5;1;5;N;522;609;ASL_2011_06_14_Brady44
Tyler;JUNIOR_2;1;B-L;1;B-L;N;1691;1745;ASL_2008_05_29b12
Brady;JUNIOR_2;1;B-L;1;B-L;N;789;821;ASL_2011_06_14_Brady44
Liz;JUNIOR_3;5;5;5;5;N;4041;4110;ASL_2008_02_0138
Naomi;JUNIOR_3;5;5;5;5;N;2492;2523;ASL_2008_08_1332
Tyler;JUNIOR_3;5;B-L;5;B-L;N;1985;2022;ASL_2008_05_29b12
Liz;KANGAROO;bent-B;bent-B;bent-B;bent-B;N;5006;5066;ASL_2008_02_0138
Tyler;KANGAROO;bent-B-L;bent-B-L;bent-B;bent-B;N;2390;2435;ASL_2008_05_29b12
Naomi;KANGAROO;bent-B-L;bent-B-L;bent-B-L;bent-B-L;N;2800;2845;ASL_2008_08_1332
Brady;KANGAROO;bent-B-L;bent-B-L;bent-B-L;bent-B-L;N;1247;1291;ASL_2011_06_14_Brady44
Liz;KARATE;B-xd;flat-B;B-xd;flat-B;N;540;580;ASL_2008_02_0139
Tyler;KARATE;flat-B;flat-B;flat-B;flat-B;N;2846;2880;ASL_2008_05_29b12
Naomi;KARATE;B-L;B-L;B-L;B-L;N;3505;3535;ASL_2008_08_1332
Brady;KARATE;B-L;B-L;B-L;B-L;N;1709;1734;ASL_2011_06_14_Brady44
Liz;KEY;X;B-L;X;B-L;N;845;900;ASL_2008_02_0140
Liz;KEY;X-over-thumb;B-L;X-over-thumb;B-L;N;3851;3900;ASL_2008_03_2842
Tyler;KEY;X;B-L;X;B-L;N;3385;3420;ASL_2008_05_29b13
Naomi;KEY;X;B-L;X;B-L;N;2492;2540;ASL_2008_08_1333
Brady;KEY;X;B-L;X;B-L;N;4688;4718;ASL_2011_06_14_Brady44
Brady;KEY;X-over-thumb;B-L;X-over-thumb;B-L;N;2339;2376;ASL_2011_07_22_Brady30
Liz;K;P/K;;P/K;;N;1235;1300;ASL_2008_02_0140
Tyler;K;P/K;;P/K;;N;3630;3660;ASL_2008_05_29b13
Naomi;K;P/K;;P/K;;N;3735;3775;ASL_2008_08_1333
Brady;K;P/K;;P/K;;N;1016;1040;ASL_2011_06_14_Brady44
Liz;KICK;B;B-L;B;B-L;N;1480;1516;ASL_2008_02_0140
Liz;KICK;B;flat-B;B;flat-B;N;1300;1340;ASL_2008_02_2937
Naomi;KICK;B;B-L;B;B-L;N;4065;4082;ASL_2008_08_1333
Brady;KICK;B-xd;B-xd;B-xd;B-xd;N;5230;5250;ASL_2011_06_14_Brady44
Brady;KICK;B-xd;flat-B;B-xd;flat-B;N;2203;2235;ASL_2011_07_19_Brady89
Tyler;KICK;P/K;B-L;P/K;bent-B-L;N;3855;3886;ASL_2008_05_29b13
Liz;KID;bent-Horns;;bent-Horns;;N;260;295;ASL_2008_02_0141
Tyler;KID;bent-Horns;;bent-Horns;;N;4011;4045;ASL_2008_05_29b13
Naomi;KID;bent-Horns;;bent-Horns;;N;4477;4493;ASL_2008_08_1333
Brady;KID;bent-Horns;;bent-Horns;;N;5663;5687;ASL_2011_06_14_Brady44
Liz;KILL;G/Q;B-L;G/Q;B-L;N;5061;5100;ASL_2010_08_10_Liz_additional_lexicon_signs11
Brady;KILL;G/Q;B-L;G/Q;B-L;N;6459;6474;ASL_2011_06_14_Brady44
Brady;KILL;1;B-L;1;B-L;N;6723;6737;ASL_2011_06_14_Brady44
Liz;KILL;P/K;B-L;P/K;B-L;N;505;547;ASL_2008_02_0141
Tyler;KILL;P/K;B-L;P/K;B-L;N;225;251;ASL_2008_05_29b14
Naomi;KILL;P/K;B-L;P/K;B-L;N;292;318;ASL_2008_08_1334
Liz;KIND;P/K;P/K;P/K;P/K;N;1320;1382;ASL_2008_02_0141
Tyler;KIND;P/K;P/K;P/K;P/K;N;1180;1221;ASL_2008_05_29b14
Naomi;KIND;P/K;P/K;P/K;P/K;N;1952;1983;ASL_2008_08_1334
Brady;KIND;P/K;P/K;P/K;P/K;N;176;215;ASL_2011_06_14_Brady45
Liz;KING;P/K;;P/K;;N;1900;1956;ASL_2008_02_0141
Tyler;KING;P/K;;P/K;;N;1650;1690;ASL_2008_05_29b14
Naomi;KING;P/K;;P/K;;N;2715;2747;ASL_2008_08_1334
Brady;KING;P/K;;P/K;;N;1586;1622;ASL_2011_06_14_Brady45
Liz;QUEEN;G/Q;;G/Q;;N;1055;1105;ASL_2008_02_294
Brady;QUEEN;G/Q;;G/Q;;N;2429;2462;ASL_2011_07_19_Brady48
